,Top_positvely_correlated,Top_negatively_correlated
HBB,"['HBA2', 'HBD', 'ALAS2', 'SNCA', 'SLC4A1', 'CXCL8', 'AHSP', 'HBM', 'IL1B', 'S100A9', 'S100A8', 'G0S2', 'PLEK', 'AQP9', 'BCL2A1', 'OSM', 'PTGS2', 'FCAR', 'IL1RN', 'SRGN', 'IL1A', 'TREM1', 'MNDA', 'CSF3R', 'TAGAP', 'VWF', 'SELL', 'CCL3L1', 'CHRNA4', 'HBG1']","['COL3A1', 'FABP1', 'TPM1', 'TAGLN', 'COL1A2', 'PIGR', 'COL1A1', 'LUM', 'SELENOP', 'MMP2', 'AGR2', 'DES', 'MYL9', 'FCGBP', 'DCN', 'NBL1', 'MUC2', 'LPP', 'TIMP2', 'AEBP1', 'TIMP3', 'MYL6', 'TPM4', 'THBS2', 'SFRP4', 'MYLK', 'ACTG2', 'TPM2', 'C1S', 'OLFM4']"
HBD,"['HBB', 'HBA2', 'SLC4A1', 'ALAS2', 'HBG1', 'SNCA', 'CXCL8', 'OSM', 'ZAP70', 'FPR1', 'IL1RN', 'KLF2', 'CA1', 'IL1B', 'AHSP', 'TMOD1', 'G0S2', 'FZD4', 'S100A9', 'BCL2A1', 'TREM1', 'IL1A', 'MXD1', 'SPACA1', 'SOCS3', 'CREB5', 'FFAR2', 'HEG1', 'ACSL1', 'TNFAIP6']","['LCN2', 'PIGR', 'PPP1R12B', 'AGR2', 'TAGLN', 'SELENOP', 'IFI6', 'OLFM4', 'PCP4', 'MUC2', 'MYL6', 'IGFBP4', 'CSRP1', 'PRNP', 'GSN', 'SLMAP', 'C1QC', 'SPINK4', 'TACC1', 'CKB', 'CTSB', 'SLAIN2', 'CLCA1', 'SORBS2', 'PSAP', 'SCARB2', 'GREM1', 'PEA15', 'ELK4', 'ATP2B4']"
HBG1,"['ANGPT1', 'HBA2', 'HBD', 'HBB', 'AMIGO2', 'VNN2', 'SLC11A1', 'PRB4', 'LIFR', 'IL1B', 'GJA5', 'PRRX1', 'BMPR2', 'PLD3', 'TRAF3IP3', 'CTDSP1', 'TRIM22', 'SNCA', 'AKT3', 'SELENOM', 'LCP2', 'CD52', 'RARA', 'CELF2', 'SIGLEC1', 'ADAMTS2', 'S100A8', 'EMP3', 'RSU1', 'SNED1']","['ACTN1', 'MYL9', 'TAGLN', 'FABP1', 'DES', 'PPP1R12B', 'ACTA2', 'HIPK3', 'PSAP', 'LPP', 'MYLK', 'TIMP2', 'IGFBP4', 'TIMP1', 'ZFP36', 'COL6A2', 'STK38L', 'ACTG2', 'PJA2', 'C4orf3', 'CSRP1', 'FSTL1', 'SLMAP', 'OLFM4', 'RBPMS', 'VEGFB', 'PRNP', 'S100A4', 'EHBP1L1', 'SPARCL1']"
OR51B6,"['LIPN', 'ECRG4', 'DACT3', 'MRC1', 'HCLS1', 'STIM1', 'HSD17B6', 'SGTB', 'SEPTIN5', 'SLC25A4', 'BCL2A1', 'ARMC4', 'HSPB6', 'FPR2', 'MAP3K7CL', 'TP53INP2', 'TYMP', 'ST6GALNAC5', 'NFASC', 'ARRDC4', 'GPM6A', 'COLEC12', 'PARD3B', 'RBP4', 'CLIP4', 'IL1B', 'CLMP', 'INPP5A', 'G0S2', 'NOTCH3']","['FABP1', 'PJA2', 'MYL6', 'CD55', 'CALD1', 'ITGA5', 'CNN2', 'PALLD', 'VEGFB', 'LCN2', 'SELENOM', 'BMPR2', 'EPSTI1', 'FBN1', 'SPARCL1', 'CCDC80', 'CKB', 'CYB5R3', 'IFI6', 'RNF11', 'SH3BGRL', 'PACS1', 'MMP11', 'NFIX', 'CAPN2', 'DUSP1', 'RAB23', 'SFRP2', 'PFKFB3', 'NREP']"
TRIM22,"['VIM', 'COL3A1', 'COL1A1', 'COL1A2', 'SPARC', 'CD74', 'CXCL10', 'SRGN', 'MMP2', 'IGFBP7', 'LUM', 'COL5A1', 'VCAN', 'COL6A2', 'LYZ', 'COL6A3', 'LGALS1', 'C1S', 'TRBC2', 'BST2', 'ISG15', 'WIPF1', 'TRAC', 'TIMP2', 'LCP1', 'C1QC', 'A2M', 'DCN', 'C1R', 'IFI44L']","['LCN2', 'PI3', 'CKB', 'AGR2', 'TSPAN1', 'PIGR', 'SORBS2', 'PCP4', 'FCGBP', 'CLCA1', 'KIZ', 'CEACAM7', 'KRT20', 'MUC2', 'TFF3', 'SLC26A3', 'SPINK4', 'DUOX2', 'MS4A12', 'PGM5', 'OLFM4', 'PLA2G2A', 'REG4', 'CLCA4', 'MT1G', 'ITLN1', 'MT1F', 'KLF4', 'CA4', 'CCDC9B']"
CAVIN3,"['VIM', 'SPARC', 'COL3A1', 'COL1A1', 'COL1A2', 'IGFBP7', 'TAGLN', 'COL4A1', 'LGALS1', 'COL6A2', 'A2M', 'CALD1', 'ACTA2', 'COL4A2', 'MMP2', 'MYL9', 'COL5A1', 'MCAM', 'SPARCL1', 'RGS5', 'FN1', 'NOTCH3', 'COL6A3', 'IGFBP3', 'ONECUT3', 'LUM', 'TIMP1', 'ENG', 'AEBP1', 'COL18A1']","['LCN2', 'PIGR', 'PI3', 'FCGBP', 'AGR2', 'TSPAN1', 'MUC2', 'CLCA1', 'OLFM4', 'SLC26A3', 'CEACAM7', 'CKB', 'KRT20', 'SPINK4', 'TFF3', 'CA2', 'DUOX2', 'ZG16', 'DMBT1', 'MS4A12', 'PLAC8', 'ITLN1', 'REG4', 'GUCA2A', 'SOD2', 'CA4', 'CLCA4', 'MT1X', 'CA1', 'SELENOP']"
ILK,"['TAGLN', 'COL3A1', 'ACTG2', 'MYL9', 'ACTA2', 'SPARC', 'CALD1', 'COL1A1', 'TPM2', 'VIM', 'COL1A2', 'TPM1', 'COL4A1', 'CSRP1', 'MYLK', 'LGALS1', 'COL6A2', 'IGFBP7', 'COL5A1', 'FLNA', 'DES', 'TNC', 'MYH11', 'COL4A2', 'TIMP2', 'CNN1', 'ACTN1', 'A2M', 'FN1', 'THBS1']","['LCN2', 'PIGR', 'PI3', 'JCHAIN', 'FCGBP', 'AGR2', 'IGKC', 'CEACAM7', 'TSPAN1', 'CLCA1', 'OLFM4', 'IGHG1', 'GUCA2A', 'MUC2', 'HBA2', 'DMBT1', 'IGHM', 'SLC26A3', 'IGHA1', 'G0S2', 'MS4A12', 'ZG16', 'HBB', 'MZB1', 'CLCA4', 'CXCL8', 'S100A9', 'KRT20', 'DUOX2', 'MT1G']"
TPP1,"['CD74', 'CTSB', 'C1QC', 'LYZ', 'IFI30', 'MMP12', 'C1QB', 'PSAP', 'C1QA', 'APOE', 'CD68', 'VIM', 'FCER1G', 'SRGN', 'LAPTM5', 'CD4', 'MPEG1', 'MS4A6A', 'CTSC', 'TYROBP', 'MMP9', 'COL3A1', 'CYBB', 'CD14', 'CSF1R', 'AIF1', 'CTSD', 'CTSL', 'SLCO2B1', 'COL1A1']","['FABP1', 'CLCA1', 'FCGBP', 'OLFM4', 'MUC2', 'LCN2', 'AGR2', 'SPINK4', 'HBA2', 'DES', 'MYH11', 'TFF3', 'PLA2G2A', 'CKB', 'CA2', 'TSPAN1', 'ZG16', 'PI3', 'ITLN1', 'HBB', 'KRT20', 'DUOX2', 'REG4', 'MT1F', 'DMBT1', 'SYNM', 'GUCA2A', 'CNN1', 'SLC26A3', 'CLCA4']"
DCHS1,"['VIM', 'COL4A1', 'COL3A1', 'VWF', 'SPARC', 'ENG', 'COL1A1', 'PECAM1', 'IGFBP7', 'PLVAP', 'COL1A2', 'A2M', 'COL4A2', 'AQP1', 'CALCRL', 'EGFL7', 'HSPG2', 'COL6A2', 'LGALS1', 'COL5A1', 'MMP2', 'COL6A3', 'ADGRL4', 'CD34', 'PLXND1', 'SLCO2A1', 'COL6A1', 'MCAM', 'ADAMTS1', 'SPARCL1']","['LCN2', 'PIGR', 'PI3', 'TSPAN1', 'FCGBP', 'AGR2', 'CKB', 'MUC2', 'SLC26A3', 'CEACAM7', 'KRT20', 'CLCA1', 'DUOX2', 'MS4A12', 'OLFM4', 'SPINK4', 'ZG16', 'SOD2', 'DMBT1', 'REG4', 'PLA2G2A', 'TFF3', 'MT1G', 'GUCA2A', 'CA2', 'CLCA4', 'PLAC8', 'MT1X', 'CA1', 'MT1F']"
OLFML1,"['COL3A1', 'COL1A1', 'COL1A2', 'SPARC', 'MMP2', 'LUM', 'COL5A1', 'COL6A3', 'VIM', 'IGFBP7', 'COL6A2', 'VCAN', 'DCN', 'AEBP1', 'C1S', 'C1R', 'C3', 'THBS2', 'LGALS1', 'COL5A2', 'SFRP4', 'TIMP2', 'TIMP1', 'TIMP3', 'THY1', 'PDGFRB', 'COL12A1', 'COL4A1', 'FSTL1', 'COL6A1']","['FABP1', 'PI3', 'PIGR', 'CKB', 'AGR2', 'FCGBP', 'TSPAN1', 'MUC2', 'CLCA1', 'OLFM4', 'PCP4', 'SPINK4', 'SLC26A3', 'DES', 'CEACAM7', 'DMBT1', 'KRT20', 'DUOX2', 'TFF3', 'KLF4', 'MS4A12', 'SORBS2', 'ITLN1', 'REG4', 'PRUNE2', 'CA2', 'ZG16', 'SOD2', 'REG1A', 'PLAC8']"
TUB,"['COL3A1', 'TRIM75P', 'MGP', 'DES', 'TAGLN', 'COL1A2', 'COL1A1', 'COL6A2', 'C1S', 'KCNIP1', 'MYL9', 'MMP2', 'MYH11', 'SPINK13', 'GREM1', 'SPARC', 'ACTG2', 'MYLK', 'C3', 'ACTA2', 'LUM', 'CALD1', 'SFRP2', 'CSRP1', 'TPM1', 'COL6A3', 'TPM2', 'COL5A1', 'DCN', 'SYNPO2']","['LCN2', 'PIGR', 'PI3', 'FCGBP', 'AGR2', 'OLFM4', 'SPINK4', 'CLCA1', 'APOBR', 'MUC2', 'CEACAM7', 'KRT20', 'SLC26A3', 'CXCL8', 'DUOX2', 'TFF3', 'MS4A12', 'ZG16', 'MXD1', 'MT1X', 'PDE4B', 'CA2', 'DMBT1', 'PLAC8', 'PLAUR', 'SGK1', 'ITLN1', 'MMP12', 'MT2A', 'REG4']"
ST5,"['COL3A1', 'COL1A1', 'F3', 'COL1A2', 'COL5A1', 'SPARC', 'COL6A2', 'VIM', 'COL4A1', 'COL6A1', 'LGALS1', 'IGFBP7', 'TAGLN', 'COL6A3', 'CALD1', 'PLAU', 'VCAN', 'CCN2', 'COL12A1', 'A2M', 'COL5A2', 'ACTA2', 'LOXL2', 'CXCL14', 'TPM1', 'LUM', 'COL4A2', 'C1R', 'C1S', 'PCDH18']","['HBA2', 'IGKC', 'IGHG1', 'HBB', 'IGHM', 'CKB', 'JCHAIN', 'IGHA1', 'MZB1', 'OSM', 'KRT20', 'G0S2', 'GUCA2A', 'SLC26A3', 'AQP9', 'CEACAM7', 'GUCA2B', 'MS4A12', 'IGLC1', 'C2orf88', 'PLEK', 'SELP', 'ACKR1', 'HCAR3', 'CLCA4', 'PLTP', 'CCL14', 'CYP1B1', 'CD177', 'SLCO2A1']"
SWAP70,"['VIM', 'ENG', 'PECAM1', 'A2M', 'COL4A1', 'AQP1', 'VWF', 'EPAS1', 'ADGRL4', 'ADAMTS1', 'PLVAP', 'CD93', 'EGFL7', 'GJA5', 'CALCRL', 'IGFBP7', 'MMRN2', 'PLXND1', 'COL4A2', 'NES', 'HSPG2', 'SLCO2A1', 'S1PR1', 'CDH5', 'RGS5', 'MCAM', 'MCTP1', 'ADAMTS9', 'SPARC', 'CD74']","['FCGBP', 'CLCA1', 'AGR2', 'MUC2', 'FABP1', 'OLFM4', 'SPINK4', 'LCN2', 'PLA2G2A', 'TFF3', 'TSPAN1', 'ZG16', 'KRT20', 'ITLN1', 'SLC26A3', 'CA2', 'DMBT1', 'REG4', 'CA4', 'MS4A12', 'MT1G', 'PI3', 'MT1H', 'C2orf88', 'CA1', 'CEACAM7', 'GUCA2A', 'MT2A', 'DUOX2', 'MT1F']"
LYVE1,"['CCL21', 'MMRN1', 'PLTP', 'STAB1', 'CD74', 'F13A1', 'C1QA', 'C1QC', 'RNASE1', 'C1QB', 'RELN', 'CD14', 'MARCO', 'TBX1', 'CSF1R', 'MS4A6A', 'VIM', 'DES', 'VSIG4', 'CD163', 'MAF', 'MGP', 'MRC1', 'CTSB', 'SV2B', 'FOLR2', 'EFEMP1', 'CYBB', 'TNXB', 'SRGN']","['LCN2', 'PI3', 'PIGR', 'AGR2', 'CXCL14', 'FCGBP', 'TSPAN1', 'CKB', 'MUC2', 'SLC26A3', 'MMP11', 'OLFM4', 'CEACAM7', 'SPINK4', 'KRT20', 'MMP12', 'CLCA1', 'F3', 'CA2', 'IGFBP3', 'PLAUR', 'DUOX2', 'SFRP4', 'SOD2', 'DMBT1', 'MS4A12', 'ITLN1', 'PARM1', 'PLAC8', 'COL11A1']"
MRVI1,"['TAGLN', 'MYL9', 'COL3A1', 'CALD1', 'DES', 'COL1A1', 'SPARC', 'ACTA2', 'MYH11', 'ACTG2', 'COL1A2', 'TPM2', 'CSRP1', 'MYLK', 'COL6A2', 'VIM', 'TPM1', 'LGALS1', 'FLNA', 'IGFBP7', 'COL5A1', 'TNC', 'SYNPO2', 'AEBP1', 'TIMP2', 'COL6A1', 'CNN1', 'C1S', 'A2M', 'MMP2']","['LCN2', 'PIGR', 'PI3', 'FCGBP', 'AGR2', 'TSPAN1', 'MUC2', 'OLFM4', 'CLCA1', 'CEACAM7', 'SLC26A3', 'KRT20', 'SPINK4', 'TFF3', 'DUOX2', 'CA2', 'MS4A12', 'DMBT1', 'ZG16', 'ITLN1', 'REG4', 'MT1G', 'PLAC8', 'KLF4', 'JCHAIN', 'APOBR', 'MT1F', 'MT1X', 'CA4', 'CKB']"
DKK3,"['COL1A1', 'COL3A1', 'COL1A2', 'SPARC', 'COL5A1', 'VIM', 'MMP2', 'LUM', 'AEBP1', 'LGALS1', 'IGFBP7', 'COL6A3', 'COL6A2', 'THBS2', 'COL12A1', 'VCAN', 'COL5A2', 'COL4A1', 'DCN', 'TIMP3', 'SFRP4', 'IGFBP3', 'THY1', 'TIMP2', 'FSTL1', 'CALD1', 'LOXL2', 'CTHRC1', 'ELN', 'CCN2']","['LCN2', 'PIGR', 'PI3', 'FCGBP', 'CKB', 'AGR2', 'TSPAN1', 'MUC2', 'CLCA1', 'OLFM4', 'PLA2G2A', 'PCP4', 'SLC26A3', 'SPINK4', 'CEACAM7', 'KRT20', 'TFF3', 'DES', 'CA2', 'DUOX2', 'ZG16', 'MS4A12', 'KLF4', 'ITLN1', 'DMBT1', 'REG4', 'PLAC8', 'SORBS2', 'MT1G', 'GUCA2A']"
PARVA,"['TAGLN', 'MYL9', 'COL3A1', 'SPARC', 'COL1A1', 'COL1A2', 'ACTG2', 'CALD1', 'TPM1', 'CSRP1', 'DES', 'TPM2', 'ACTA2', 'MYH11', 'MYLK', 'COL6A2', 'LGALS1', 'COL5A1', 'MMP2', 'LUM', 'IGFBP7', 'CNN1', 'VIM', 'FLNA', 'AEBP1', 'COL6A3', 'THBS2', 'TIMP2', 'C1S', 'TNC']","['FABP1', 'IGKC', 'LCN2', 'CXCL8', 'PI3', 'IGHG1', 'SLC26A3', 'TSPAN1', 'IGHA1', 'HBA2', 'PIGR', 'IL1B', 'MZB1', 'DUOX2', 'SPP1', 'S100A8', 'G0S2', 'IGHM', 'IL1RN', 'CEACAM7', 'S100A9', 'FCGBP', 'SELENOP', 'GUCA2A', 'PLAUR', 'KRT20', 'OSM', 'LYZ', 'IGLC1', 'APOBR']"
TEAD1,"['TAGLN', 'MYL9', 'MYLK', 'CALD1', 'DES', 'MYH11', 'ACTG2', 'COL3A1', 'COL1A1', 'CSRP1', 'COL1A2', 'TPM2', 'TPM1', 'SYNPO2', 'SPARC', 'CNN1', 'PPP1R12B', 'ACTA2', 'COL6A2', 'COL5A1', 'TNC', 'PLN', 'LGALS1', 'FLNA', 'FILIP1L', 'LUM', 'COL6A1', 'COL6A3', 'FN1', 'C1S']","['FCGBP', 'JCHAIN', 'FABP1', 'IGKC', 'LCN2', 'MUC2', 'CA2', 'TSPAN1', 'CLCA1', 'IGHG1', 'SLC26A3', 'IGHM', 'AGR2', 'IGHA1', 'ZG16', 'PI3', 'CEACAM7', 'SPINK4', 'OLFM4', 'KRT20', 'APOBR', 'S100A8', 'IGLC1', 'MZB1', 'CA4', 'C2orf88', 'MT1G', 'PLAC8', 'SPP1', 'GUCA2A']"
SPON1,"['COL1A2', 'COL1A1', 'COL3A1', 'MMP2', 'LUM', 'AEBP1', 'COL6A3', 'THBS2', 'SFRP4', 'SFRP2', 'DCN', 'COMP', 'SPARC', 'FBLN1', 'COL5A1', 'C3', 'MGP', 'TIMP3', 'C1S', 'VCAN', 'CTHRC1', 'C1R', 'IGFBP3', 'TIMP2', 'COL6A2', 'GREM1', 'ELN', 'COL5A2', 'COL14A1', 'FBN1']","['MYH11', 'MMP12', 'LCN2', 'S100A9', 'PI3', 'CXCL8', 'RGS5', 'SYNPO2', 'PECAM1', 'SYNM', 'SRGN', 'VWF', 'MMP9', 'S100A8', 'HBA2', 'AQP1', 'MCAM', 'DUOX2', 'IFI30', 'SPP1', 'SLCO2A1', 'PRUNE2', 'PLVAP', 'CLCA4', 'IL1B', 'ADAMTS9', 'RASSF3', 'BCL2A1', 'EGFL7', 'ACTG2']"
OTOG,"['KCNS2', 'FAM193B', 'S100A12', 'CYP7B1', 'BST2', 'SH2D3C', 'ZNF436', 'JDP2', 'ADAM8', 'PDLIM3', 'FGL2', 'IFFO1', 'ABCC9', 'IFIT1', 'LIPA', 'AHR', 'SKI', 'ACSM4', 'SOST', 'PREX1', 'CERCAM', 'MEFV', 'JAM3', 'ECM2', 'TBC1D10C', 'SGK1', 'IL18BP', 'TMEM263', 'DPP6', 'GLI3']","['SPARC', 'TPM1', 'AEBP1', 'LUM', 'TAGLN', 'TIMP1', 'ACTN1', 'IGFBP7', 'COL6A1', 'C12orf57', 'FABP1', 'CNN2', 'THBS2', 'ZYX', 'ITGB5', 'CALD1', 'CKB', 'PEA15', 'LPP', 'CORO1C', 'C1S', 'ANTXR1', 'DCN', 'PLD3', 'SFRP4', 'A2M', 'EPAS1', 'C1QC', 'SMAD2', 'TAB2']"
MRGPRX2,"['SCPEP1', 'MEOX2', 'TMEM100', 'SGMS2', 'GIMAP4', 'ACKR3', 'ATL3', 'SORBS3', 'SAMHD1', 'ZNF483', 'IFI30', 'MEGF6', 'MCTP1', 'PRKCH', 'PLEKHH2', 'ANTXR1', 'SELP', 'TXNDC2', 'EGR3', 'CD52', 'NFYB', 'BPGM', 'PLEKHO2', 'NPR1', 'SERPINB6', 'CD69', 'ACKR1', 'IFI44L', 'TACR1', 'GADD45B']","['FLNA', 'MGP', 'CYB5R3', 'GABARAP', 'PEA15', 'THBS2', 'C1QC', 'GSN', 'STK38L', 'C1R', 'COL4A2', 'CLIP1', 'C3', 'MXRA7', 'THBS1', 'ITGA5', 'COL6A3', 'GREM1', 'VEGFB', 'SYNPO2', 'ADAM19', 'COL4A1', 'C4orf3', 'SULF2', 'SFRP2', 'ITGB1', 'TGM2', 'SPI1', 'DKK3', 'FHL2']"
QSER1,"['VIM', 'COL3A1', 'SPARC', 'COL1A1', 'COL1A2', 'OLFM4', 'LGALS1', 'CD74', 'MMP2', 'PIGR', 'IGFBP7', 'COL5A1', 'IGKC', 'COL6A2', 'COL6A3', 'LUM', 'HAPLN2', 'JCHAIN', 'CLCA1', 'SPINK4', 'A2M', 'IGFBP5', 'TAGLN', 'VCAN', 'COL6A1', 'FCGBP', 'TIMP1', 'MUC2', 'TIMP2', 'COL4A1']","['PCP4', 'CKB', 'PI3', 'SORBS2', 'SOD2', 'CEACAM7', 'SLC26A3', 'CXCL8', 'HBB', 'PGM5', 'NFIX', 'PLAUR', 'KRT20', 'G0S2', 'HBA2', 'CLCA4', 'NAMPT', 'MS4A12', 'OSM', 'LCN2', 'CD177', 'PSD', 'CA4', 'IL1RN', 'PLIN4', 'CCL4L2', 'MXD1', 'GUCA2A', 'KIZ', 'IL1A']"
HIPK3,"['DES', 'MYH11', 'TAGLN', 'MYL9', 'SYNPO2', 'ACTG2', 'MYLK', 'CALD1', 'SYNM', 'TPM2', 'CSRP1', 'PPP1R12B', 'SORBS1', 'TNS1', 'AQP1', 'RASSF3', 'CNN1', 'ACTN1', 'VWF', 'TPM1', 'FLNA', 'A2M', 'LMOD1', 'PALLD', 'SPARCL1', 'CLU', 'SMTN', 'ITGA5', 'SORBS2', 'RGS5']","['FCGBP', 'IGKC', 'SLC26A3', 'MUC2', 'KRT20', 'TSPAN1', 'CA2', 'CLCA1', 'ZG16', 'TFF3', 'GUCA2A', 'CA4', 'DUOX2', 'CLCA4', 'CEACAM7', 'LCN2', 'OLFM4', 'PI3', 'HBA2', 'MT2A', 'JCHAIN', 'AGR2', 'SPINK4', 'IGHG1', 'MS4A12', 'ITLN1', 'CA1', 'PLAC8', 'CD177', 'CXCL8']"
LMO2,"['VWF', 'VIM', 'PECAM1', 'ENG', 'AQP1', 'PLVAP', 'EGFL7', 'CALCRL', 'A2M', 'COL4A1', 'RAMP3', 'SLCO2A1', 'ETDC', 'IGFBP7', 'ADGRL4', 'EPAS1', 'CLDN5', 'PLXND1', 'CD74', 'CDH5', 'PCDH17', 'CD93', 'CLEC14A', 'COL4A2', 'APLNR', 'CYYR1', 'RGS5', 'CD34', 'HSPG2', 'MMRN2']","['LCN2', 'PI3', 'CKB', 'PCP4', 'AGR2', 'PIGR', 'CEACAM7', 'SFRP4', 'SORBS2', 'SLC26A3', 'FCGBP', 'KRT20', 'NFIX', 'MUC2', 'TSPAN1', 'COMP', 'CLCA1', 'DMBT1', 'DES', 'SPINK4', 'MT1X', 'SLMAP', 'PLA2G2A', 'TFF3', 'OLFM4', 'ZG16', 'MS4A12', 'REG4', 'SORBS1', 'CXCL8']"
LRRC4C,"['PTPRN', 'VIP', 'ZNF385D', 'XKR4', 'TAC1', 'RAI2', 'SST', 'LGI4', 'L1CAM', 'ATXN1', 'PRIMA1', 'NSG2', 'NGFR', 'SLAIN2', 'TNXB', 'CHST9', 'COL3A1', 'PRPH', 'RAB31', 'CDH19', 'TMEM140', 'FRRS1L', 'COL1A1', 'BMERB1', 'MAP1B', 'SCG2', 'PTPRZ1', 'COL6A3', 'LHFPL6', 'COMP']","['LCN2', 'PIGR', 'PI3', 'AGR2', 'FCGBP', 'CKB', 'TSPAN1', 'APOBR', 'CA2', 'KRT20', 'OLFM4', 'PCP4', 'RAB27A', 'MUC2', 'FCER1G', 'PLA2G2A', 'SLC26A3', 'WDFY1', 'DUOX2', 'HMOX1', 'MS4A12', 'JCHAIN', 'ZG16', 'DDIT4', 'MBNL1', 'DMBT1', 'PLAUR', 'CLCA1', 'GBP1', 'RNF11']"
C11orf96,"['COL3A1', 'VIM', 'COL1A1', 'COL1A2', 'COL4A1', 'SPARC', 'IGFBP7', 'COL6A2', 'A2M', 'ACTA2', 'COL5A1', 'CCN2', 'LGALS1', 'THBS1', 'NOTCH3', 'COL4A2', 'CCN1', 'TAGLN', 'COL6A3', 'MMP2', 'COL18A1', 'AEBP1', 'COL6A1', 'CALD1', 'MCAM', 'TNC', 'RGS5', 'LUM', 'PDGFRB', 'COL5A2']","['LCN2', 'PIGR', 'PI3', 'CKB', 'FCGBP', 'AGR2', 'TSPAN1', 'MUC2', 'CLCA1', 'PCP4', 'SLC26A3', 'CEACAM7', 'KRT20', 'PLA2G2A', 'OLFM4', 'SPINK4', 'TFF3', 'MS4A12', 'ZG16', 'DUOX2', 'DMBT1', 'PLAC8', 'ITLN1', 'CA2', 'MT1G', 'REG4', 'KIZ', 'PGM5', 'MT1F', 'MT1X']"
PHF21A,"['COL3A1', 'VIM', 'COL1A1', 'COL1A2', 'TAGLN', 'CD74', 'SPARC', 'CALD1', 'COL6A2', 'C1R', 'COL6A1', 'C1S', 'COL5A1', 'TRAC', 'MYL9', 'LGALS1', 'LYZ', 'DES', 'LUM', 'IGFBP7', 'MMP2', 'IFI16', 'LCP1', 'COL6A3', 'MYH11', 'COL4A1', 'F3', 'TRBC2', 'VCAN', 'PLAU']","['LCN2', 'FCGBP', 'FABP1', 'PI3', 'TSPAN1', 'MUC2', 'SLC26A3', 'CEACAM7', 'KRT20', 'AGR2', 'ZG16', 'MS4A12', 'CLCA1', 'CA2', 'GUCA2A', 'DUOX2', 'CLCA4', 'TFF3', 'CA4', 'MT1H', 'REG4', 'SPINK4', 'OLFM4', 'PLAC8', 'MT1F', 'PLA2G2A', 'DMBT1', 'CD177', 'ITLN1', 'KLF4']"
ARHGAP1,"['COL1A1', 'COL3A1', 'COL1A2', 'SPARC', 'AEBP1', 'MMP2', 'LUM', 'TAGLN', 'COL5A1', 'THBS2', 'TIMP2', 'VIM', 'GREM1', 'ACTA2', 'SFRP4', 'COL6A2', 'THBS1', 'LGALS1', 'IGFBP7', 'ELN', 'COL12A1', 'COL6A3', 'CTHRC1', 'TIMP3', 'DCN', 'COL5A2', 'FSTL1', 'CALD1', 'CCN2', 'THY1']","['JCHAIN', 'CXCL8', 'IGHA1', 'FABP1', 'HBA2', 'IGHG1', 'IGHM', 'PIGR', 'S100A8', 'S100A9', 'G0S2', 'HBB', 'IL1B', 'MZB1', 'SYNM', 'IGLC1', 'MARCOL', 'OSM', 'IL1RN', 'LCN2', 'PI3', 'AQP9', 'SPP1', 'BCL2A1', 'TSPAN1', 'PTGS2', 'TREM1', 'HCAR3', 'VNN2', 'CD177']"
SPI1,"['LYZ', 'CD74', 'SRGN', 'IFI30', 'MMP12', 'CTSB', 'C1QC', 'S100A9', 'S100A8', 'C1QB', 'PSAP', 'C1QA', 'LCP1', 'FCER1G', 'VIM', 'TYROBP', 'CD68', 'AIF1', 'LAPTM5', 'MPEG1', 'APOE', 'CD14', 'MS4A6A', 'CXCL8', 'MMP9', 'CD4', 'CSF1R', 'CYBB', 'IL1B', 'FGL2']","['LCN2', 'PIGR', 'AGR2', 'FCGBP', 'MUC2', 'CKB', 'TSPAN1', 'CLCA1', 'OLFM4', 'SPINK4', 'TFF3', 'KRT20', 'SLC26A3', 'PLA2G2A', 'PCP4', 'SORBS2', 'PI3', 'CEACAM7', 'ZG16', 'MS4A12', 'ITLN1', 'DMBT1', 'SORBS1', 'CA2', 'DUOX2', 'PPP1R12B', 'NFIX', 'REG4', 'DES', 'MT1F']"
OR5M3,"['C3orf70', 'GIMAP6', 'TCTE1', 'CCDC178', 'CADM3', 'IGFBP5', 'PRKCH', 'FLNA', 'KLRD1', 'FN1', 'ENG', 'L1CAM', 'NKG7', 'ARHGAP10', 'TNFAIP8L3', 'PACS1', 'S1PR1', 'VIM', 'GZMA', 'VWF', 'SCN1B', 'AQP9', 'ITGAL', 'ARMCX2', 'SHE', 'GBP1', 'HSPB1', 'MSRA', 'CPE', 'PECAM1']","['COL3A1', 'COL1A1', 'MMP2', 'COL6A2', 'ACTG2', 'TNIP1', 'FSTL1', 'THBS1', 'EHBP1L1', 'LYZ', 'MGP', 'TRIM8', 'AEBP1', 'WSB1', 'TGFBR1', 'CALD1', 'EMP1', 'ACTA2', 'C12orf57', 'MMP14', 'AHR', 'CNN1', 'ITGA5', 'RASSF3', 'C3', 'FBLN1', 'GUK1', 'GREM1', 'TIMP2', 'SKI']"
